well_id,n_rows,rare_frac,rmse_overall,rmse_rare,rmse_common
f321a31c,5141,0.0,9.892069226483866,,9.892069226483866
aed44918,2719,0.0,9.887126816079347,,9.887126816079347
13f598d9,7306,0.0001368738023542294,9.878891770298063,4.027159250990735,9.879455560402677
f8f59188,4807,0.0,9.868726253911259,,9.868726253911259
9da441ba,5783,0.0003458412588621823,9.853115579550128,8.972879274891165,9.853406500002638
bd4ae5da,5006,0.0,9.832590409963077,,9.832590409963077
8648abae,4244,0.0,9.816776693191207,,9.816776693191207
cd7f1687,4232,0.0,9.797685405888638,,9.797685405888638
01869cd4,5557,0.0,9.762846383005833,,9.762846383005833
3e678ea7,6858,0.0,9.741697967066628,,9.741697967066628
e748dd88,4812,0.0,9.737632670457437,,9.737632670457437
125be846,6510,0.0,9.73478462485323,,9.73478462485323
65a5466a,4683,0.0,9.715426620274103,,9.715426620274103
b19b0395,5813,0.0,9.707844562216682,,9.707844562216682
591cc951,4609,0.0,9.662405219798952,,9.662405219798952
1550491d,4563,0.00021915406530791147,9.636525122064857,3.9914165437457996,9.63740005973586
7271dd80,4340,0.0002304147465437788,9.600028628178203,3.3456870693898964,9.601000465345614
9df1b1f9,4701,0.0,9.559062613621292,,9.559062613621292
a6b8ac67,5453,0.0,9.52696140307944,,9.52696140307944
d6dd7330,6193,0.0,9.516516781362762,,9.516516781362762
aa95015b,4300,0.0,9.512723348535664,,9.512723348535664
8bb9c1e6,4546,0.0,9.499843405508553,,9.499843405508553
9d072e4c,5107,0.00039161934599569217,9.487144512159206,11.415221894245914,9.486312350501745
fa667be2,7296,0.0006853070175438596,9.477819444435667,10.633675089542137,9.476978414038902
d90aa14c,10018,0.00019964064683569574,9.472614919900767,10.754984301389861,9.472341519246848
5a63b5d1,6217,0.0,9.462761103179146,,9.462761103179146
61f27424,6220,0.0,9.453517602037019,,9.453517602037019
060ab2b8,6258,0.0,9.426889633940249,,9.426889633940249
47ee27ab,6397,0.0,9.426594443039022,,9.426594443039022
f8662c22,5429,0.0001841959845275373,9.417918360933115,0.916106144173682,9.41877764434372
b95e7121,6306,0.0003171582619727244,9.394972709954372,16.070634657868187,9.392101909503605
684a6fc1,9818,0.0,9.364368784946631,,9.364368784946631
3584a6eb,4494,0.0,9.348709528874158,,9.348709528874158
0390d174,4411,0.0,9.332283334386647,,9.332283334386647
eac10e86,6067,0.0,9.328110374277559,,9.328110374277559
bd8f847e,4961,0.0,9.327971512969576,,9.327971512969576
6ea22614,5971,0.0,9.22480641386892,,9.22480641386892
96936c22,3346,0.0,9.222549415490873,,9.222549415490873
e9949a23,4559,0.0,9.2201797818897,,9.2201797818897
2cee0cba,5500,0.0,9.19418616989085,,9.19418616989085
d9d6d94d,4919,0.0004065867046147591,9.172870031911794,14.068904025191568,9.170346737136606
f0188a48,4170,0.0,9.125430726901438,,9.125430726901438
a622ce4d,6298,0.0,9.10717400563482,,9.10717400563482
f140c2fa,4082,0.0,9.104248563973297,,9.104248563973297
481de5fc,5952,0.0,9.082312557393402,,9.082312557393402
bf39bc20,3303,0.0,9.0525132494263,,9.0525132494263
d7ba4f9d,6023,0.00016603021749958492,9.020276573626633,2.5662829673310625,9.020964870598196
995ff498,4526,0.0,9.008585699523389,,9.008585699523389
9ffce529,5212,0.0,9.006036849523085,,9.006036849523085
4f69febf,5460,0.0,8.965365920069239,,8.965365920069239
153552f5,4695,0.0,8.963639411246378,,8.963639411246378
084d66f9,3885,0.001287001287001287,8.962989221057471,3.9522645897219872,8.967640219831862
2d179ded,7008,0.0,8.940477360785168,,8.940477360785168
4fbe9c06,6287,0.0,8.917163138030784,,8.917163138030784
c9578d27,4487,0.0,8.905266502810782,,8.905266502810782
eb640a35,6037,0.00016564518800728838,8.87845861848195,14.573357867264349,8.877212451585926
